number_people;301
Randomcounter;40
Randomreport-total-co-emissions;517500.2339
Randomreport-number-riders;63.225
Randomreport-num-cars-stopped;11.23792137
Randomreport-mean-speed-cars;0.352086876
Randomreport-average-wait-time-cars;3.004630987
Randomreport-average-rider-score-group;0.071907373
Randomreport-average-walking-turtle-score;0.749316044
Randomreport-number-walking-turtles;20.375
Min Distancecounter;40
Min Distancereport-total-co-emissions;162431.8582
Min Distancereport-number-riders;77.775
Min Distancereport-num-cars-stopped;7.017465317
Min Distancereport-mean-speed-cars;0.396653977
Min Distancereport-average-wait-time-cars;2.480134618
Min Distancereport-average-rider-score-group;0.191203415
Min Distancereport-average-walking-turtle-score;1
Min Distancereport-number-walking-turtles;0
Best!counter;40
Best!report-total-co-emissions;207232.065
Best!report-number-riders;86.775
Best!report-num-cars-stopped;10.61280742
Best!report-mean-speed-cars;0.362137025
Best!report-average-wait-time-cars;2.662926218
Best!report-average-rider-score-group;0.63048989
Best!report-average-walking-turtle-score;0.614140802
Best!report-number-walking-turtles;77.525
